,verse,citation count,verse texts,filter row
2055,1Thess 5:21,1,"['Všech věcí pak zkušůjte: což dobrého jest, toho se držte.']",low
2056,Ps 135:16,1,"['Toho, který vedl svůj národ pouští, neboť je na věky milosrdenství jeho!']",low
2057,Luke 12:20,4,"['Řekl pak jemu Bůh: Blázne, této noci požádají duše tvé od tebe, to pak cožs připravil, čí bude?', 'I řekl jemu Bůh: Ó blázne, této noci požádají duše tvé od tebe, a to, cožs připravil, čí bude?', 'I řekl mu Bůh: ,Pošetilče, této noci požádají duše tvé od tebe, a čí bude to, co jsi připravil?‘']",low
2058,1Macc 10:8,1,"['I báli se bázní velikou, když slyšeli, že mu dal král moc sbírati vojsko.']",low
2059,Lev 11:31,1,"['Ta všecka jsou nečista; kdo se dotkne jejich mrtvin, bude poskvrněn až do večera;']",low
2060,Mark 6:56,1,"['A kde vcházel do vesnic neb do měst neb dvorců, kladli nemocné na ulice a prosili ho, aby směli dotknouti se alespoň třepení roucha jeho; a všichni, kteří se ho dotkli, byli uzdraveni.']",low
2061,Dan 5:23,1,"['ale proti Panovníku nebes pozdvihl ses, nádoby domu jeho přineseny byly před tebe, a ty i velmoži tvoji, ženy a ženiny tvé víno z nich jste pili. A bohy stříbrné a zlaté, měděné, železné, dřevěné a kamenné, kteří nevidí ani neslyší, aniž čijí – velebil jsi, kdežto Boha, který má život tvůj v ruce i všecky cesty tvé, neoslavoval jsi.']",low
2062,Josh 3:13,1,"['Až kněží, kteří ponesou archu Hospodina, Boha veškeré země, vloží chodidla nohou svých do vod Jordánu, vody, které jsou dole, sběhnou a zmizejí, které pak přicházejí shora, zastaví se v jednu spoustu.']",low
2063,Acts 12:18,1,"['Když pak se rozednilo, bylo nemalé zděšení mezi vojíny, co se stalo s Petrem.']",low
2064,Tob 5:12,1,"['Tobjáš řekl: „Jakou radost mohu míti, když sedím v temnotách a nevidím nebeského světla?""']",low
2065,Sir 8:20,1,"['S blázny se neraď, neboť nemohou milovati, než co jim se líbí.']",low
2066,John 20:9,1,"['Nechápali totiž ještě Písmo, že musí vstáti z mrtvých. ']",low
2067,Ruth 3:8,1,"['A když bylo o půl noci, ulekl se muž ten a zchopil se, a aj, žena leží u noh jeho.']",low
2068,John 12:8,1,['Nebo chudé vždycky máte s sebou: ale mne nevždycky máte.'],low
2069,Matt 26:11,1,['nebo chudé vždycky máte s sebou: ale mne nevždycky máte.'],low
2070,2Cor 6:15,1,"['A kterou shodu má Kristus s Belialem, aneb který díl má věřící s nevěřícím?']",low
2071,Rom 11:31,2,"['tak i oni nyní propadli neposlušnosti pro milosrdenství, které se stalo vám, aby se ho dostalo i jim.']",low
2072,Ps 31:6,3,"['V ruce tvé poroučím ducha svého, nebo jsi mne vykoupil, Hospodine, Bože silný a věrný.']",low
2073,Ps 18:5,1,"['Po celé zemi rozléhá se zvuk jejich, a až na kraj světa jejich slova -']",low
2074,Prov 10:7,1,"['Památka spravedlivého požehnaná, ale jméno bezbožných smrdí.']",low
2075,Prov 8:29,1,"['Když ukládal moři cíl jeho, a vodám, aby nepřestupovaly rozkázaní jeho, když vyměřoval základy země:']",low
2076,Neh 9:14,1,"['svou zasvěcenou sobotu ukázals jim, a příkazy, předpisy a zákon dals jim, skrze Mojžíše, služebníka svého.']",low
2077,Deut 25:14,1,"['Aniž budeš míti v domě svém nejednostejného korce, většího a menšího.']",low
2078,Gen 5:23,1,"['I učiněni sou všickni dnové Henochovi, tři sta šedesáte pět let.']",low
2079,Zech 14:11,1,"['A budou bydliti v něm, a nebude více v prokletí; město Jeruzalém zajisté bezpečně seděti bude.']",low
2080,1Cor 7:19,1,"['Obřízka nic není, též neobřízka nic není, ale zachovávání přikázaní Božích.']",low
2081,2Macc 7:37,1,"['Já s bratřími svými duši i tělo vydávám pro zákony otců vzývaje Boha, by brzy milostiv byl národu našemu, ty abys přinucen byl skrze muky a trest vyznat, že on jediný jest Bůh,']",low
2082,2Kgs 10:21,2,"['Rozeslal zajisté Jéhu po vší zemi Izraelské. I sešli se všickni ctitelé Bálovi, tak že nezůstalo ani jednoho, ješto by nepřišel. A když vešli do domu Bálova, naplněn jest dům Bálův, od jednoho konce až do druhého.']",low
2083,Ps 85:8,1,"['Ukaž nám, Hospodine, milosrdenství své, a spasení své dej nám.']",low
2084,Isa 37:19,2,"['A uvrhli bohy jejich do ohně; nebo nebyli bohové, ale dílo ruku lidských, dřevo a kámen, protož zahladili je.']",low
2085,Matt 27:53,1,"['a vyšedše z hrobů po jeho vzkříšení, vešli do svatého města a ukázali se mnohým.']",low
2086,John 19:29,1,['Stála tam nádoba plná octa. Vložili tedy houbu naplněnou octem na hyzopovou tyč a podali mu ji k ústům.'],low
2087,Matt 22:2,2,"['„Podobno jest království nebeské králi, kterýž učinil svatbu synu svému.']",low
2088,John 6:65,2,"['I řekl: „Proto jsem vám říkal, že nikdo nemůže ke mně přijíti, leč by mu to bylo dáno od Otce.“']",low
2089,Mark 13:35,1,"['Bděte tedy, neboť nevíte, kdy Pán domu přijde, zdali večer neb o půlnoci, neb o kuropění, neb ráno,']",low
2090,Ruth 4:17,1,"['Sousedky pak radujíce se s ní a řkouce: „Narodil se syn Noemi,"" nazvaly ho jménem Obed; je to otec Isaje, otce Davidova.']",low
2091,Ps 138:8,4,"['Hospodin dokoná za mne; nebo milosrdenství tvé, Hospodine, na věky, aniž díla rukou svých kdy opustíš.']",low
2092,Luke 8:40,1,"['A když Ježíš se navrátil, přijal ho zástup; neboť všichni jej očekávali.']",low
2093,Deut 28:45,1,"['Všecka tato zlořečení snesou se na tebe, budou tě pronásledovati, uchvátí tě, až zahyneš, že jsi neposlechl hlasu Hospodina, Boha svého, a nezachoval jeho příkazův a ustanovení, která ti dal.']",low
2094,Luke 1:52,1,"['Ssadil mocné z stolice, a povýšil ponížených.']",low
2095,Matt 20:34,4,"['Ježíš se nad nimi slitoval, dotkl se jejich zraků, a hned nabyli zraku a následovali ho.']",low
2096,Isa 55:1,1,"['Ej, všickni žízniví, poďte k vodám, i vy, kteříž nemáte žádných peněz. Poďte, kupujte a jezte, poďte, pravím, kupujte bez peněz a bez záplaty víno a mléko.']",low
2097,Dan 14:41,1,"['Ty pak, kteří ho chtěli zničiti, dal (král) vmetati do jámy, a byli sežráni v okamžení před ním.']",low
2098,Matt 27:8,1,"['Proto nazváno jest pole to, Haceldama, to jest, pole krve až do dnešního dne.']",low
2099,Ezek 23:7,1,"['Věnovala se smilněním svým jim, všem vybraným synům Assyřanů, a u všech, do nichž se šíleně zamilovala, modlami jejich se poskvrnila.']",low
2100,Luke 9:2,1,"['I poslal je, aby kázali království Boží, a uzdravovali nemocné.']",low
2101,Luke 11:10,3,"['neboť každý, kdo prosí, béře; a kdo hledá, nalézá, a tomu, kdo tluče, bude otevřeno.', 'neboť každý, kdo prosí, dostává, kdo hledá, nalézá, a tomu, kdo tluče, bude otevřeno.', 'Nebo každý, kdož prosí, béře; a kdož hledá, nalézá; a tomu, kdož tluče, bude otevříno.']",low
2102,Luke 2:4,1,"['Vstoupil pak i Jozeff do Galilee, z města Nazarétu, do Júdstva, do města Davidova, kteréž slove Betlém: proto že byl z domu a z čeledi Davidovy;']",low
2103,Luke 2:5,1,"['Aby zapsán byl s Marií, zasnoubenou sobě manželkou těhotnou.']",low
2104,Acts 4:32,2,"['Množství těch, kdož uvěřili, bylo jednoho srdce a jedné duše; nikdo nepokládal nic ze svého majetku za vlastní, nýbrž měli, všecko společné. ', 'Obec věřících však měla jedno srdce a jednu duši, a nikdo z nich neříkal, že by něco z majetku jeho bylo mu vlastním, nýbrž všecko bylo jim společné;']",low
2105,Luke 23:1,1,['Celé jejich shromáždění povstalo; vedli jej k Pilátovi'],low
2106,Isa 59:14,1,"['Tak je právo zpět zatlačováno, a spravedlnost daleko stojí; neboť pravda na ulici padá k zemi, a spravedlnost nemůže vjíti.']",low
2107,Rom 16:9,1,"['Pozdravujte Urbana, našeho spolupracovníka v Kristu, a mého milovaného Stachya.']",low
2108,2Chr 35:27,1,"['a činy jeho, první i poslední, zapsány jsou v Knize králů judských a israelských.']",low
2109,1Sam 3:4,2,"['I zavolal Hospodin: „Samuele.""On odpověděl: „Tu jsem"";']",low
2110,Acts 2:47,1,"['chválíce Boha a majíce přízeň u všeho lidu. Pán pak připojoval k tomu denně ty, kteří přicházeli ke spáse.']",low
2111,2Cor 11:26,4,"['Na cestách často, v nebezpečenství na řekách, v nebezpečenství od lotrů, v nebezpečenství od svého pokolení, v nebezpečenství od pohanů, v nebezpečenství v městě, v nebezpečenství na poušti, v nebezpečenství na moři, v nebezpečenství mezi falešnými bratřími.', 'často na cestách, v nebezpečenstvích na řekách, v nebezpečenstvích od lupičů, v nebezpečenstvích od vlastního národa, v nebezpečenstvích od pohanů, v nebezpečenstvích v městě, v nebezpečenstvích na poušti, v nebezpečenstvích na moři, v nebezpečenstvích mezi lživými bratřími, ']",low
2112,Lam 5:16,3,"['Spadla koruna s hlavy naší; běda nám již, že jsme hřešili.']",low
2113,Gen 43:2,1,"['A když vytrávili pokrmy, které z Egypta přinesli, řekl Jákob k synům svým: Jděte zase, a nakupte nám maličko pokrmů.']",low
2114,Jer 31:28,1,"['A jako jsem bděl nad nimi, abych je plenil a bořil a rozptýlil a hubil a trápil: tak budu nad nimi bdíti, abych je stavěl a štípil, dí Hospodin.']",low
2115,John 10:4,1,"['Když všechny své ovce vypustí, jde před nimi, a ovce ho následují, protože znají jeho hlas.']",low
2116,Gen 19:24,1,['A Hospodin dštil na Sodomu a na Gomoru sirou a ohněm od Hospodina s nebe.'],low
2117,Gen 19:28,1,"['A pohleděv k Sodomě a Gomoře, i na všecku zemi té roviny, uzřel, a aj, vystupoval dým z země té, jako dým z vápenice.']",low
2118,2Sam 11:11,1,"['Odpověděl Uriáš Davidovi: Truhla Boží a Izrael i Juda zůstávají v staních, a pán můj Joáb i služebníci pána mého na poli zůstávají, já pak mám vjíti do domu svého, abych jedl a pil, a spal s manželkou svou? Jakož jsi živ ty, a jako jest živa duše tvá, žeť toho neučiním.']",low
2119,Tob 7:7,1,"['řekl: Požehnání buď tobě, synu můj, nebo dobrého, a nejlepšího muže syn jsi.']",low
2120,Deut 24:22,1,"['Pamatuj, že jsi byl služebníkem v zemi Egyptské; protož přikazujiť, abys to činil.']",low
2121,Mic 2:4,1,"['V ten den užívati budou o vás přísloví, a naříkati budou naříkáním žalostným, řkouce: Do cela zpuštěni jsme, podíl lidu mého proměnil. Jaktě mi jej odjal, a vzav pole naše, rozdělil!']",low
2122,Matt 25:15,1,"['I dal jednomu pět hřiven, druhému dvě a jinému jednu, každému dle schopnosti jeho, a odcestoval. Hned (pak)']",low
2123,John 7:45,2,"['Biřici se vrátili k velekněžím a k farizeům, a ti se jich ptali: „Proč jste ho nepřivedli?“']",low
2124,Prov 2:2,1,"['Nastavíš-li moudrosti ucha svého, a nakloníš-li srdce svého k opatrnosti;']",low
2125,Prov 2:10,1,"['Když vejde moudrost v srdce tvé, a umění duši tvé se zalíbí.']",low
2126,Prov 2:11,1,"['Prozřetelnost ostříhati bude tebe, a opatrnost zachová tě,']",low
2127,Deut 16:6,1,"['ale na místě, které si vyvolí Hospodin, Bůh tvůj, za sídlo jména svého, obětovati budeš fase, a to večer při západu slunce, v dobu, kdy jsi vyšel z Egypta.']",low
2128,1Cor 11:3,1,"['Rád bych, abyste si byli vědomi, že hlavou každého muže je Kristus, hlavou ženy muž, hlavou Kristovou Bůh. ']",low
2129,Job 12:9,2,"['Kdo nezná ze všeho toho, že ruka Hospodinova to učinila?']",low
2130,Job 12:10,1,"['V jehož ruce jest duše všelikého živočicha, a duch každého těla lidského.']",low
2131,John 17:11,1,"['Již pak více nejsem na světě, ale oni jsou na světě, a já k tobě jdu. Otče svatý, ostříhejž jich ve jménu svém, kteréž jsi mi dal, aťby byli jedno jako my.']",low
2132,Ezek 6:6,1,"['ve všech sídlech vašich. Města zpuštěna budou, výšiny budou zbořeny, za své vezmou oltáře vaše, budou polámány; veta bude po modlách vašich, pobořeny budou chrámy vaše, a vyhlazena budou díla vaše.']",low
2133,1Sam 30:21,1,"['Když se blížil David k oněm dvěma stům mužů, kteří pro únavu se zastavili, nemohouce jíti za Davidem, a kterým byl přikázal, by zůstali u potoka Besor, vyšli vstříc Davidovi a lidu, který byl s ním. David přistoupiv k nim, pozdravil je pokojně.']",low
2134,John 16:17,3,"['I řekli někteří z učeníků jeho k sobě vespolek: „Co jest to, co nám praví: ,Maličko, a neuzříte mne, a opět maličko, a uzříte mě‘ a ,poněvadž jdu k Otci?‘“']",low
2135,John 21:25,1,"['Jest však ještě mnoho jiných věcí, které učinil Ježíš; kdyby se napsaly každá zvlášť, myslím, že by ani celý svět neobsáhl těch knih, které by se musily napsati.']",low
2136,Ps 36:13,1,"['avšak Hospodin jen se usmívá tomu, neboť vidí, že se blíží den jeho.']",low
2137,1Macc 9:11,1,"['Postavili se tedy proti vojsku, když se hnulo z tábora. Jízda byla rozdělena na dvě strany; prakovníci, střelci, přední bojovníci, všichni silní muži táhli před vojskem.']",low
2138,Hos 9:10,1,"['Jako hrozny na poušti nalezl jsem byl Izraele, jako ranní fíky v prvotinách jejich popatřil jsem na otce vaše; oni odešli za Belfegor, a oddali se té ohavnosti, protož budouť ohavní, tak jakž se jim líbilo.']",low
2139,2Sam 24:13,1,"['Přišel tedy Gad k Davidovi a oznámil mu řka: „Buď přijde na tě tříletý hlad v zemi tvé, nebo tři měsíce budeš utíkati před nepřáteli svými, ani tě budou pronásledovati, anebo tři dny bude mor v zemi tvé. Nyní tedy rozmysli se a viz, jakou mám odpověď dáti tomu, který mne poslal.""']",low
2140,1Sam 2:36,1,"['A budeť, že kdožkoli pozůstane z domu tvého, přijde, aby se poklonil jemu, pro peníz stříbrný a pro skyvu chleba, a řekne: Připusť mne, prosím, k jedné třídě kněžské, abych jedl chléb.']",low
2141,Judg 6:4,1,"['postavili u nich stany, jak se co zelenalo, všecko pustošili až ke Gaze, a nenechali v Israeli dokonce nic, čeho třeba k živobytí, ani ovec, ani hovězího dobytka, ani oslů.']",low
2142,Num 8:11,1,"['Áron pak je podá před Hospodinem v dar synův Israelských, by konali jeho službu.']",low
2143,Mark 6:24,1,['Ona pak vyšla a řekla matce své: „Zač mám žádati?“ A ta řekla: „Za hlavu Jana Křtitele.“'],low
2144,2Sam 16:16,2,"['Když pak přišel Chusaj, Arčan, přítel Davidův, k Absalomovi, řekl mu: „Ať žije král! Ať žije král!""']",low
2145,Mark 5:14,1,['Pastýři utekli a vypravovali to v městě a po vesnicích.'],low
2146,2Cor 2:4,2,"['Nebo z mnohého ssoužení a ouzkosti srdce psal sem vám s mnohými slzami: ne abyste zarmouceni byli: ale abyste poznali lásku, kterou k vám hojnější mám.', 'Nebo z velikého ssoužení a bolesti srdce psal jsem vám, s mnohými slzami, ne abyste zarmouceni byli, ale abyste poznali lásku, kterouž k vám velikou mám.']",low
2147,Eccl 9:10,1,"['Všecko, což by před se vzala ruka tvá k činění, podlé možnosti své konej; nebo není práce ani důmyslu ani umění ani moudrosti v hrobě, do něhož se béřeš.']",low
2148,Prov 12:28,1,"['Na stezce spravedlnosti je život, ale cesta bludná vede k smrti.']",low
2149,Matt 5:10,1,"['Blahoslavení, kteříž protivenství trpí pro spravedlnost, nebo jejich jest království nebeské.']",low
2150,Ezra 8:26,1,"['i odvážil sem do rukou jejich stříbra centnéřů šest set padesáte, a nádob stříbrných sto, zlata centnéřů sto:']",low
2151,Luke 10:36,1,"['Kdo z těch tří zdá se tobě, že byl bližním tomu, jenž upadl mezi lotry?“']",low
2152,Mark 9:40,1,"['Vždyť nikdo, jenž by vám dal píti číši vody studené ve jménu mém, protože jste Kristovi, neztratí odměny své.“']",low
2153,Ruth 2:4,1,"['A hle, Booz přišel z Betlema a řekl žencům: „Hospodin (buď) s vámi!"" Oni mu odpověděli: „Požehnej ti Hospodin!""']",low
2154,Mark 2:2,2,"['I proslechlo se, že jest doma, a sešlo se mnoho lidí, takže jich nepojalo ani místo, které bylo přede dveřmi; a mluvil k nim slovo (Boží).']",low
2155,Dan 8:23,1,"['A po království jejich, až vzrostou nepravosti, povstane král nestydatý a úskočný.']",low
2156,John 6:71,2,"['A to řekl o Jidášovi Šimona Iškariotského; nebo ten jej měl zraditi, byv jeden ze dvanácti.']",low
2157,Job 42:12,1,"['Požehnal pak Hospodin konci Jobovu,více nežli počátku jeho: Nabyl totiž čtrnácti tisíc ovec, šesti tisíc velbloudů, tisíce spřežení hovězího dobytka a tisíce""oslic.']",low
2158,Mark 8:28,1,"['Oni pak odpověděli jemu: „Za Jana Křtitele, a jiní za Eliáše, jiní pak, že (jsi) jedním z proroků.“']",low
2159,Luke 4:3,1,"['Tu řekl mu ďábel: „Jsi-li Syn Boží, rci tomuto kameni, aby se stal chlebem.“']",low
2160,Lam 5:15,1,"['Přestala radost srdce našeho, obrátilo se v kvílení plésání naše.']",low
2161,Col 4:8,1,"['Kteréhož jsem poslal k vám pro to samo, aby zvěděl, co se děje u vás, a potěšil srdcí vašich,']",low
2162,Neh 12:25,1,"['Mathanya, a Bekbecya, Obedya, Mosollam, Telmon, Akkub, strážní bran, a siňcí před branami.']",low
2163,Matt 27:35,1,"['Ukřižovavše pak jej, rozdělili roucha jeho, mecíce los, aby se naplnilo povědění proroka: Rozdělili sobě roucho mé, a o můj oděv metali los.']",low
2164,2Sam 1:7,1,"['ohlédl se, a vida mě, zavolal na mne. Když jsem mu odpověděl: „Tu jsem,""']",low
2165,Dan 8:22,1,"['Že pak zlámán jest, a povstali čtyři místo něho, čtvero království z svého národu povstane, ale ne s takovou silou.']",low
2166,Eph 5:18,1,"['A neopíjejte se vínem, v němž jest prostopašnost, ale naplněni buďte Duchem,']",low
2167,Neh 1:11,1,"['Prosím, ó Hospodine, nechť jest nakloněné ucho tvé k modlitbě služebníka tvého, a k modlitbě služebníků tvých, kteříž žádají báti se jména tvého, a dej šťastný prospěch, prosím, služebníku svému dnes, nakloně k němu lítostí člověka toho. Já pak byl jsem šeňkéřem královským.']",low
2168,John 19:18,2,"['Tam jej ukřižovali a s ním dva jiné, každého po jedné straně, a uprostřed Ježíše.', 'Kdež ukřižovali ho, a s ním jiná dva s obou stran, a v prostředku Ježíše.']",low
2169,Sir 22:33,1,"['Kéž je dán na má ústa zámek, a na rty mé pečeť pevná, abych neklesl jimi, a jazyk aby mne na zkázu nepřivedl!']",low
2170,Sir 4:33,1,"['Za spravedlnost bojúj pro duši svou, a až do smrti potýkej se pro spravedlnost, a Bůh vybojuje za tebe nepřátely tvé.']",low
2171,Isa 23:18,1,"['Zisky a výdělky jeho budou zasvěceny Hospodinu; nebudou schovávány ni ukládány, ježto těm, kteří před Hospodinem sídlí, dostane se zisků jeho, aby jedli do syta a odívali se do šatů nezvetšelých.']",low
2172,Zech 8:3,2,"['Toto praví Hospodin zástupů: „Vrátil jsem se na Sion, a bydliti budu v Jerusalemě; Jerusalem bude slouti městem věrnosti a hora Hospodina zástupů horou svatou.""']",low
2173,Prov 6:6,1,"['Jdi k mravenci, lenochu, shlédni cesty jeho, a nabuď moudrosti.']",low
2174,2Sam 15:18,1,"['všichni služebníci jeho šli vedle něho; také zástupy Kereťanův a Feleťanů, kdežto všichni Geťané, šest set mužů, kteří byli za ním pěšky přišli z Getu, šli před králem.']",low
2175,Ezek 31:16,1,"['Hřmotem pádu jeho otřásl jsem národy, když jsem jej svrhl do pekel, k těm, kteří padli do jámy; a potěšilo se v kraji nejhlubším všecko stromoví Edenu, nejkrásnější a nejznamenitější na Libanu, všecko, jež svlažováno bylo vodami.']",low
2176,Lev 10:13,1,"['Na posvátném místě jezte, co bylo z Hospodinových obětí dáno tobě a synům tvým podle rozkazu mně daného;']",low
2177,Deut 26:9,1,['uvedl nás na toto místo a dal nám zemi oplývající mlékem a medem.'],low
2178,Josh 5:13,1,"['Stalo se pak, když byl Jozue na poli Jericha, že pozdvihl očí svých a viděl, an muž stojí naproti němu, maje v ruce meč dobytý. I šel Jozue k němu, a řekl jemu: Jsi-li náš, čili nepřátel našich?']",low
2179,Prov 2:9,1,"['Tehdy zvíš, co je spravedlnost a právo, poctivost a každá dobrá snaha,']",low
2180,1Macc 13:22,1,"['I vypravil Tryfon všecku jízdu, aby přitáhl (k nim) tu noc; ale napadlo velmi mnoho sněhu; proto nepřišel, (ale odtáhl) do Galaadu.']",low
2181,1Tim 3:2,1,"['Ale musíť biskup býti bez úhony, jedné manželky muž, bedlivý, středmý, vážný, k hostem přívětivý, způsobný k učení,']",low
2182,1Tim 3:5,1,"['(Nebo jestliže kdo domu svého spraviti neumí, kterak o církev Páně pečovati bude?)']",low
2183,Ps 93:1,1,"['Žalm Davidův. Na čtvrtý den po sobotě. Bože veškeré odvety, Hospodine, Bože veškeré odvety, rač se ukázat!']",low
2184,Gen 46:34,1,"['Které jest dílo vaše? Odpovíte: Muží pastýři jsme služebníci tvoji od dětinství našeho, až do této chvíle, i my, i otcové naší. To pak díte, abyste mohli bydliti v zemi Ješen: nebo v ošklivosti mají Egyptští všecky pastýře ovcí.']",low
2185,Zech 5:6,1,"['I tázal jsem se: „Co je to?"" Odpověděl: „Je to džbán, co se ukazuje."" A dodal: „Toť jest nepravost jejich v celé zemi.""']",low
2186,Ezek 8:4,1,"['A hle, (zjevila se) tu velebnost Boha Israelova jako ve vidění, jež jsem měl na poli.']",low
2187,Jer 18:16,1,"['Tak abych musil obrátiti zemi jejich v poušť na odivu věčnou; každý, kdož by šel skrze ni, aby se užasl, a pokynul hlavou svou.']",low
2188,Isa 56:6,1,"['Cizince pak, kteří se přidrží Hospodina, aby ho ctili a milovali jeho jméno, aby bylí jeho služebníky – všecky, kteří šetří soboty, aby jí neznesvěcovali, a kteří drží mou smlouvu;']",low
2189,Matt 6:27,1,"['A kdo z vás pečlivě mysle, může přidati ku postavě své loket jeden?']",low
2190,John 8:57,1,"['Tu řekli k němu židé: „Padesát roků ještě nemáš, a Abrahama jsi viděl?“']",low
2191,Exod 34:6,1,"['A když šel vedle Mojžíše, pravil (tento): Vládce, Hospodine, Bože! Milosrdný a dobrotivý, shovívavý, k slitování velmi náchylný a věrný!']",low
2192,Isa 60:20,1,"['Nezajdeť více slunce tvé, a měsíc tvůj neschová se, nebo Hospodin bude světlem tvým věčným, a tak dokonáni budou dnové smutku tvého.']",low
2193,1Sam 21:5,1,"['David knězi odvětil: „Ano, pokud jde o ženy, zdrželi jsme se (jich) v minulých dnech; kdykoli vycházíme, bývají těla služebníků tvých svatá, třebas to není cesta svatá; dnes však i ona je svatá, i těla (jejich).""']",low
2194,1Macc 9:49,1,['Ten den padlo na straně Bakchidově tisíc mužů. I vrátili se do Jerusalema'],low
2195,Mic 3:5,1,"['Toto praví Hospodin proti prorokům, kteří svádějí lid můj; kteří, mají-li do čeho kousat, hlásají blaho; nedá-li však někdo nic jim do úst, hlásají proti němu svatou válku.']",low
2196,Acts 15:5,1,"['Povstali pak někteří z sekty farizejské, kteříž uvěřili, pravíce: Že musejí obřezováni byti, a má se přikázati, aby zachovávali zákon Mojžíšú.']",low
2197,Prov 23:32,1,"['Naposledy jako had uštípne, a jako štír ušťkne.']",low
2198,Mark 6:16,4,"['Když o tom uslyšel Heródes, řekl: „Jan, kterého jsem sťal, vstal z mrtvých.“', 'Což uslyšev Heródes řekl: Jan kteréhož sem já sťal, ten-tě z mrtvých vstal.', 'To uslyšev Heródes, řekl: Totoť jest ten Jan, kteréhož jsem já sťal. Ontě z mrtvých vstal.']",low
2199,Isa 46:9,1,"['Rozpomeňte se na minulé věky, že já jsem Bůh a není jiného, Bůh, jemuž není podobného,']",low
2200,Luke 6:48,2,"['Podoben jest člověku stavějícímu dům, kterýž kopal a vytesal hluboko, a založil grunty v skále. A když se povodeň strhla, obořila se řeka na dům ten, ale nemohla ním pohnouti, nebo byl založen na skále.']",low
2201,2Cor 11:12,1,"['Ale co činím, budu činiti dál abych odklidil podnět těm, kdo chtějí míti podnět, aby se shledalo, že to, čím se chlubí, konají stejně jako my. ']",low
2202,Mark 7:11,1,"['Vy však říkáte: »Jestliže by někdo řekl otci nebo matce: „Co jsem tobě povinen, jest korban, to jest obětní dar“«,']",low
2203,Lev 14:2,1,['Tento bude řád při malomocném v den očišťování jeho: K knězi přiveden bude.'],low
2204,Ps 113:3,3,['Od východu slunce až do západu jeho chváleno buď jméno Hospodinovo.'],low
2205,2Cor 12:8,1,"['Pro něj jsem prosil třikráte Pána, aby odstoupil ode mne.']",low
2206,Mark 14:49,1,"['Na každý den býval jsem u vás, uče v chrámě, a nejali jste mne. Ale aby se naplnila písma.']",low
2207,Luke 22:52,1,"['I řekl Ježíš k těm kteříž byli přišli k němu, Knížatům Kněžským a Zprávcům Chrámu, a k starším: Jako na lotra vyšli ste s meči a s kyjmi?']",low
2208,Matt 26:58,1,"['Ale Petr šel za ním zdaleka, až do síně nejvyššího kněze {biskupovy}. A všed vnitř, seděl s služebníky, aby viděl konec.']",low
2209,Matt 26:56,1,"['Toto pak se všecko stalo, aby se naplnila Písma Prorocká. Tehdy učedlníci všickni opustivše ho, utekli.']",low
2210,Matt 27:33,1,"['I přišli na místo, kteréž slove Golgota, to jest popravné místo.']",low
2211,Matt 27:36,1,"['A sedíce, ostříhali ho tu.']",low
2212,Matt 27:39,1,"['Ti pak, kteříž chodili tudy, rouhali se jemu, ukřivujíce hlav svých.']",low
2213,Matt 27:44,1,"['Takž také i lotři, kteříž byli s ním ukřižováni, utrhali jemu.']",low
2214,Sir 20:32,1,"['Moudrost skrytá a poklad, jehož nevidět, jaký užitek dává to i ono?']",low
2215,Dan 4:29,2,"['z lidí vyvrhnou tě, s divokou zvěří bydliti budeš, trávu jako hovězí dobytek budeš jísti, a sedmero časů vyprší nad tebou, až nabudeš přesvědčení, že Nejvyšší panuje nad královstvím lidským, a komukoli chce, že je dává.""']",low
2216,Ps 137:1,1,"['Při řekách Babylonských tam jsme sedávali, a plakávali, rozpomínajíce se na Sion.']",low
2217,Ps 137:2,1,['Na vrbí v té zemi zavěšovali jsme citary své.'],low
2218,Judg 7:12,1,"['Madyan pak, a Amalek, a všickni Východní lidé, různo leželi v oudolí, jako množství kobylek: velbloudové také nezčíslní byli, jako písek, kterýž leží na břehu mořském.']",low
2219,Jer 42:6,1,"['Buď dobré aneb zlé, hlasu Hospodina Boha našeho, pro nejž tě vysíláme k němu, uposlechneme, aby nám dobře bylo, když uposlechneme hlasu Hospodina Boha našeho.']",low
2220,Job 25:5,1,"['Hle, ani měsíc nesvítil by, ani hvězdy nebyly by čisté před očima jeho,']",low
2221,Ezek 2:2,1,"['I vstoupil do mne duch, když promluvil ke mně, a postavil mne na nohy mé, a slyšel jsem, an mluví ke mně.']",low
2222,Wis 19:4,3,"['Pudil je totiž k tomu konci zasloužený tlak; způsobil, že zapomněli na to, co se bylo přihodilo, aby doplnili trest, kterého se nedostávalo ranám jejich,']",low
2223,Num 20:5,1,"['Proč jste nás vyvedli z Egypta a přivedli na toto zlé místo, kde nelze síti, které neplodí fíků, nemá vinic, ani granátových jablek, ba ani pitné vody?']",low
2224,Zech 4:6,4,"['Tedy odpovídaje, mluvil ke mně, řka: Toto jest slovo Hospodinovo k Zorobábelovi, řkoucí: Ne silou, ani mocí, ale Duchem mým, praví Hospodin zástupů.', 'Tu se ujal slova a řekl mně: „Toto jest slovo Hospodinovo k Zorobabelovi: Ne mocí, ani silou, ale duchem mým, praví Hospodin zástupů!']",low
2225,Mark 6:25,2,"['I vrátila se s chvatem ke králi a prosila ho řkouc: „Chci, abys mi dal ihned na míse hlavu Jana Křtitele.“']",low
2226,Lam 1:1,1,"['Ach, město tak lidné, jakť jest samotné zůstalo, a učiněno jako vdova! Nejznamenitější mezi národy, přední mezi krajinami pod plat uvedeno.']",low
